               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 155,            0.028991,           0.0078838,           0.0043029,             0.90128,             0.98578,             0.99481,             0.80434,            0.011733,           0.0045025,           0.0063931,           0.0069508,           0.0069508,           0.0069508
                 156,            0.028522,           0.0081568,           0.0059858,             0.98309,             0.99087,               0.995,             0.83026,            0.010519,           0.0030812,           0.0027013,            0.006931,            0.006931,            0.006931
                 157,            0.024734,           0.0074901,           0.0057718,             0.99552,                   1,               0.995,             0.85187,             0.01135,           0.0028737,           0.0015417,           0.0069112,           0.0069112,           0.0069112
                 158,            0.022703,           0.0070363,           0.0064852,             0.99574,                   1,               0.995,             0.80197,            0.011905,           0.0032205,           0.0015295,           0.0068914,           0.0068914,           0.0068914
                 159,            0.024212,           0.0077666,           0.0074098,             0.99664,                   1,               0.995,             0.85738,           0.0089483,           0.0027655,            0.001476,           0.0068716,           0.0068716,           0.0068716
                 160,            0.023348,           0.0080997,            0.003765,             0.99685,                   1,               0.995,             0.82244,            0.010988,           0.0028147,           0.0014718,           0.0068518,           0.0068518,           0.0068518
                 161,            0.020617,           0.0074283,           0.0034599,             0.99716,                   1,               0.995,             0.87962,           0.0085053,           0.0028115,           0.0014947,            0.006832,            0.006832,            0.006832
                 162,            0.028002,           0.0078164,           0.0073189,             0.99697,             0.99995,               0.995,             0.86172,            0.013992,            0.003134,           0.0015087,           0.0068122,           0.0068122,           0.0068122
                 163,            0.020999,           0.0070154,           0.0036089,             0.99318,                   1,               0.995,             0.86636,             0.01012,            0.002922,           0.0014633,           0.0067924,           0.0067924,           0.0067924
                 164,            0.022684,           0.0072144,           0.0053464,             0.99619,                   1,               0.995,             0.85432,           0.0097056,           0.0029873,           0.0015044,           0.0067726,           0.0067726,           0.0067726
                 165,            0.033065,           0.0083822,            0.010354,             0.99477,             0.99829,               0.995,             0.87201,           0.0088011,           0.0032007,           0.0015355,           0.0067528,           0.0067528,           0.0067528
                 166,            0.025162,           0.0075892,           0.0060747,             0.99625,             0.99677,               0.995,               0.833,            0.011384,           0.0034657,           0.0016344,            0.006733,            0.006733,            0.006733
                 167,            0.019675,           0.0072338,           0.0052676,              0.9951,             0.99735,               0.995,             0.84398,           0.0097126,           0.0032461,           0.0014917,           0.0067132,           0.0067132,           0.0067132
                 168,            0.025841,           0.0077669,           0.0056106,             0.99367,                   1,               0.995,             0.84338,            0.014069,            0.003466,           0.0014084,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026096,           0.0080595,            0.010014,             0.99183,                   1,               0.995,             0.85958,           0.0096484,           0.0030879,           0.0014269,           0.0066736,           0.0066736,           0.0066736
                 170,            0.022613,           0.0076111,           0.0053909,             0.99428,                   1,               0.995,             0.85259,            0.010564,           0.0031621,           0.0014463,           0.0066538,           0.0066538,           0.0066538
                 171,            0.026648,           0.0082534,           0.0057489,             0.99484,                   1,               0.995,             0.85991,           0.0091621,           0.0030501,           0.0014038,            0.006634,            0.006634,            0.006634
                 172,            0.028425,           0.0078502,           0.0062125,             0.99465,                   1,               0.995,             0.81881,            0.014272,           0.0033761,           0.0013592,           0.0066142,           0.0066142,           0.0066142
                 173,            0.025826,           0.0078072,           0.0058908,             0.99234,              0.9972,               0.995,             0.83188,            0.011257,           0.0033941,           0.0014515,           0.0065944,           0.0065944,           0.0065944
                 174,            0.024579,           0.0079908,            0.007866,             0.99172,                   1,               0.995,             0.85126,           0.0094152,           0.0032297,           0.0015266,           0.0065746,           0.0065746,           0.0065746
                 175,            0.022466,           0.0075455,           0.0047408,             0.99512,                   1,               0.995,             0.86147,           0.0097443,           0.0030508,           0.0014091,           0.0065548,           0.0065548,           0.0065548
                 176,            0.024674,           0.0073917,           0.0040235,             0.99367,                   1,               0.995,             0.85158,             0.01239,           0.0029651,           0.0014037,            0.006535,            0.006535,            0.006535
                 177,            0.027517,           0.0078305,           0.0040476,              0.9941,                   1,               0.995,             0.88045,            0.010148,           0.0027948,           0.0014305,           0.0065152,           0.0065152,           0.0065152
                 178,            0.021268,           0.0075205,           0.0038623,             0.99334,                   1,               0.995,              0.8065,             0.01162,           0.0030109,           0.0014045,           0.0064954,           0.0064954,           0.0064954
                 179,            0.027465,            0.007786,           0.0035416,              0.9932,                   1,               0.995,              0.8523,            0.011063,           0.0027831,           0.0013937,           0.0064756,           0.0064756,           0.0064756
                 180,            0.028119,           0.0080607,           0.0064595,             0.99355,                   1,               0.995,             0.88667,           0.0097558,           0.0027331,           0.0014078,           0.0064558,           0.0064558,           0.0064558
                 181,            0.020695,           0.0072336,           0.0034964,             0.99486,                   1,               0.995,             0.87894,           0.0082564,           0.0028016,           0.0013996,            0.006436,            0.006436,            0.006436
                 182,            0.023749,           0.0079154,           0.0034972,             0.99571,                   1,               0.995,             0.88575,           0.0089418,           0.0028285,           0.0013882,           0.0064162,           0.0064162,           0.0064162
                 183,            0.024803,             0.00686,            0.005698,             0.99616,                   1,               0.995,             0.88132,           0.0083768,            0.002792,           0.0013583,           0.0063964,           0.0063964,           0.0063964
                 184,            0.019313,           0.0076801,           0.0031276,             0.99608,                   1,               0.995,             0.88416,            0.011537,           0.0028027,           0.0013157,           0.0063766,           0.0063766,           0.0063766
                 185,            0.027153,           0.0072944,           0.0052519,             0.99644,                   1,               0.995,             0.86772,            0.010972,           0.0030814,           0.0013435,           0.0063568,           0.0063568,           0.0063568
                 186,            0.025057,           0.0076197,           0.0064065,             0.99609,                   1,               0.995,             0.87134,            0.009954,           0.0030025,           0.0014085,            0.006337,            0.006337,            0.006337
                 187,            0.027669,           0.0079675,           0.0088125,             0.99481,                   1,               0.995,             0.90162,           0.0085332,           0.0026962,           0.0014539,           0.0063172,           0.0063172,           0.0063172
                 188,            0.021306,           0.0068126,            0.002922,             0.99415,                   1,               0.995,             0.87406,           0.0084253,           0.0027769,           0.0014011,           0.0062974,           0.0062974,           0.0062974
                 189,            0.019595,           0.0072613,           0.0039374,             0.99471,                   1,               0.995,             0.89462,           0.0094938,           0.0026547,           0.0013716,           0.0062776,           0.0062776,           0.0062776
                 190,            0.022877,           0.0069946,           0.0088749,             0.99519,                   1,               0.995,             0.88322,             0.01316,            0.002931,           0.0014523,           0.0062578,           0.0062578,           0.0062578
                 191,            0.028593,           0.0074225,           0.0072363,             0.99483,                   1,               0.995,             0.90381,            0.007804,           0.0026469,           0.0014199,            0.006238,            0.006238,            0.006238
                 192,            0.022607,           0.0070549,           0.0037101,             0.99285,                   1,               0.995,             0.89456,           0.0084146,           0.0026983,           0.0014772,           0.0062182,           0.0062182,           0.0062182
                 193,            0.022121,           0.0068579,           0.0052662,             0.99283,                   1,               0.995,             0.86232,           0.0086304,           0.0028032,           0.0013231,           0.0061984,           0.0061984,           0.0061984
                 194,            0.024439,           0.0079821,           0.0062033,             0.99331,                   1,               0.995,             0.89388,           0.0089271,           0.0029503,           0.0012966,           0.0061786,           0.0061786,           0.0061786
                 195,            0.026094,           0.0074084,           0.0041674,             0.99395,                   1,               0.995,             0.85947,           0.0091163,           0.0027687,           0.0012635,           0.0061588,           0.0061588,           0.0061588
                 196,             0.03037,           0.0083327,           0.0050709,             0.99426,                   1,               0.995,             0.86734,           0.0084444,           0.0026134,           0.0012586,            0.006139,            0.006139,            0.006139
                 197,            0.020067,           0.0070011,           0.0032848,             0.99552,                   1,               0.995,             0.85999,           0.0098647,           0.0027394,           0.0012866,           0.0061192,           0.0061192,           0.0061192
                 198,            0.027483,           0.0070415,           0.0039973,             0.99534,                   1,               0.995,              0.8434,           0.0093199,           0.0027291,             0.00133,           0.0060994,           0.0060994,           0.0060994
                 199,            0.024386,           0.0074887,           0.0060672,              0.9962,                   1,               0.995,             0.85577,           0.0093761,           0.0027334,           0.0013981,           0.0060796,           0.0060796,           0.0060796
                 200,            0.022732,           0.0071459,           0.0030597,             0.99531,                   1,               0.995,             0.85896,            0.010666,           0.0028481,           0.0013855,           0.0060598,           0.0060598,           0.0060598
                 201,            0.023318,           0.0068068,           0.0033346,             0.99599,                   1,               0.995,             0.87682,           0.0083867,           0.0028438,           0.0013723,             0.00604,             0.00604,             0.00604
                 202,            0.022921,           0.0078155,            0.003636,             0.99533,                   1,               0.995,             0.84685,            0.010468,           0.0029569,           0.0013669,           0.0060202,           0.0060202,           0.0060202
                 203,            0.025208,           0.0070866,           0.0031203,             0.99572,                   1,               0.995,             0.85909,           0.0084995,           0.0027975,           0.0014175,           0.0060004,           0.0060004,           0.0060004
                 204,            0.018133,           0.0073659,           0.0040751,             0.99607,                   1,               0.995,              0.8588,           0.0098941,           0.0027627,           0.0013324,           0.0059806,           0.0059806,           0.0059806
                 205,            0.025973,           0.0068201,           0.0052791,             0.99486,                   1,               0.995,             0.84264,            0.010693,           0.0027495,           0.0011696,           0.0059608,           0.0059608,           0.0059608
                 206,            0.019146,           0.0070492,           0.0038398,             0.99621,                   1,               0.995,               0.879,           0.0084898,            0.002798,            0.001134,            0.005941,            0.005941,            0.005941
                 207,            0.026111,           0.0068804,           0.0032515,             0.99696,                   1,               0.995,             0.87142,           0.0095821,           0.0027937,           0.0011088,           0.0059212,           0.0059212,           0.0059212
                 208,            0.022866,           0.0070658,           0.0030815,             0.99684,                   1,               0.995,              0.8508,           0.0084171,           0.0026842,           0.0011189,           0.0059014,           0.0059014,           0.0059014
                 209,            0.022245,           0.0076852,           0.0028569,             0.99255,             0.99939,               0.995,             0.83504,           0.0097643,           0.0027948,           0.0013065,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023372,           0.0071836,           0.0026207,             0.99202,             0.99945,               0.995,              0.8579,            0.010355,           0.0027558,           0.0013302,           0.0058618,           0.0058618,           0.0058618
                 211,            0.020952,           0.0064761,           0.0027102,              0.9947,                   1,               0.995,             0.89042,           0.0082331,            0.002581,           0.0012034,            0.005842,            0.005842,            0.005842
                 212,            0.024214,           0.0073537,           0.0077198,             0.99462,                   1,               0.995,             0.88918,            0.010352,            0.002654,            0.001158,           0.0058222,           0.0058222,           0.0058222
                 213,            0.022383,           0.0067947,           0.0038114,             0.99425,                   1,               0.995,             0.86421,           0.0085934,           0.0027054,           0.0010258,           0.0058024,           0.0058024,           0.0058024
                 214,            0.018184,           0.0069351,           0.0025293,             0.99463,                   1,               0.995,             0.86357,             0.01212,           0.0027189,          0.00099583,           0.0057826,           0.0057826,           0.0057826
                 215,            0.023753,           0.0076729,           0.0028313,              0.9949,                   1,               0.995,             0.87695,           0.0093906,           0.0029077,           0.0010167,           0.0057628,           0.0057628,           0.0057628
                 216,            0.021955,           0.0072176,           0.0057169,             0.99502,                   1,               0.995,             0.88211,           0.0094364,           0.0029658,           0.0010328,            0.005743,            0.005743,            0.005743
                 217,            0.020042,           0.0068002,           0.0027754,             0.99526,                   1,               0.995,             0.89999,            0.007569,           0.0027375,          0.00098777,           0.0057232,           0.0057232,           0.0057232
                 218,            0.026594,           0.0071087,           0.0048473,             0.99513,                   1,               0.995,             0.88907,           0.0079712,           0.0026311,          0.00095801,           0.0057034,           0.0057034,           0.0057034
                 219,            0.020101,           0.0074297,            0.009757,             0.99407,                   1,               0.995,             0.90009,           0.0077703,           0.0025032,          0.00094719,           0.0056836,           0.0056836,           0.0056836
                 220,            0.018991,             0.00686,           0.0018651,              0.9938,                   1,               0.995,             0.88737,           0.0091583,           0.0027267,          0.00097432,           0.0056638,           0.0056638,           0.0056638
                 221,            0.023047,           0.0074131,           0.0051577,             0.99499,                   1,               0.995,             0.88416,           0.0081856,           0.0025655,           0.0010177,            0.005644,            0.005644,            0.005644
                 222,            0.020707,           0.0072851,           0.0023522,             0.99489,                   1,               0.995,             0.88416,           0.0098489,           0.0025671,           0.0010367,           0.0056242,           0.0056242,           0.0056242
                 223,            0.023117,           0.0063819,            0.002676,             0.99341,                   1,               0.995,              0.8955,           0.0086294,           0.0025624,           0.0010748,           0.0056044,           0.0056044,           0.0056044
                 224,            0.024302,           0.0074443,           0.0029448,               0.994,                   1,               0.995,             0.89334,           0.0080816,           0.0025721,           0.0011081,           0.0055846,           0.0055846,           0.0055846
                 225,            0.020471,           0.0070141,             0.00236,              0.9941,                   1,               0.995,             0.90738,           0.0088187,           0.0024711,           0.0011537,           0.0055648,           0.0055648,           0.0055648
                 226,            0.018257,           0.0065713,            0.003031,             0.99477,                   1,               0.995,             0.89524,           0.0078885,           0.0023739,           0.0011807,            0.005545,            0.005545,            0.005545
                 227,            0.020532,           0.0075087,           0.0045424,             0.99412,                   1,               0.995,             0.85672,            0.009726,           0.0026517,           0.0011609,           0.0055252,           0.0055252,           0.0055252
                 228,            0.021005,           0.0073368,           0.0046317,             0.99479,                   1,               0.995,             0.89789,           0.0078679,           0.0024392,            0.001151,           0.0055054,           0.0055054,           0.0055054
                 229,            0.017246,           0.0064109,           0.0029431,             0.99654,                   1,               0.995,             0.88723,           0.0075158,           0.0025121,           0.0011121,           0.0054856,           0.0054856,           0.0054856
                 230,            0.020966,           0.0068081,           0.0036817,             0.99639,                   1,               0.995,              0.8677,           0.0081891,            0.002554,           0.0010644,           0.0054658,           0.0054658,           0.0054658
                 231,            0.021535,           0.0070887,           0.0046688,             0.99663,             0.99976,               0.995,             0.89096,            0.008753,           0.0026099,             0.00104,            0.005446,            0.005446,            0.005446
                 232,            0.023706,           0.0063155,           0.0035516,             0.99701,                   1,               0.995,             0.86883,            0.008952,           0.0025776,           0.0010358,           0.0054262,           0.0054262,           0.0054262
                 233,            0.020975,           0.0070882,           0.0025861,             0.99738,             0.99984,               0.995,             0.88919,           0.0077208,           0.0025555,           0.0010388,           0.0054064,           0.0054064,           0.0054064
                 234,            0.020378,           0.0068765,           0.0033098,             0.99696,                   1,               0.995,             0.89064,           0.0089673,           0.0025887,           0.0010493,           0.0053866,           0.0053866,           0.0053866
                 235,            0.021647,           0.0067388,            0.006062,             0.99638,                   1,               0.995,             0.90854,            0.008896,           0.0026455,           0.0010388,           0.0053668,           0.0053668,           0.0053668
                 236,            0.022021,           0.0069655,           0.0046068,             0.99594,                   1,               0.995,             0.87494,           0.0076619,           0.0026173,           0.0010522,            0.005347,            0.005347,            0.005347
                 237,            0.016837,           0.0065452,           0.0019209,             0.99539,                   1,               0.995,             0.89803,           0.0071611,           0.0025109,           0.0010364,           0.0053272,           0.0053272,           0.0053272
                 238,            0.027588,           0.0075832,           0.0055464,             0.99499,                   1,               0.995,             0.87163,           0.0091287,           0.0027483,           0.0010135,           0.0053074,           0.0053074,           0.0053074
                 239,            0.025417,           0.0075283,           0.0028037,             0.99499,                   1,               0.995,             0.87986,           0.0089261,           0.0026583,           0.0010465,           0.0052876,           0.0052876,           0.0052876
                 240,            0.023777,           0.0073308,           0.0025617,             0.99558,                   1,               0.995,             0.90575,           0.0075237,           0.0025646,           0.0010753,           0.0052678,           0.0052678,           0.0052678
                 241,            0.020962,           0.0068841,           0.0031868,             0.99562,                   1,               0.995,             0.90636,           0.0074365,           0.0025974,           0.0011087,            0.005248,            0.005248,            0.005248
                 242,            0.021336,           0.0071623,           0.0026299,             0.99568,                   1,               0.995,             0.87973,           0.0074542,           0.0027861,            0.001104,           0.0052282,           0.0052282,           0.0052282
                 243,            0.022331,           0.0068456,           0.0041547,             0.99498,                   1,               0.995,             0.90507,           0.0075488,           0.0026616,           0.0011329,           0.0052084,           0.0052084,           0.0052084
                 244,            0.023003,           0.0064141,           0.0025766,             0.99464,                   1,               0.995,             0.89298,           0.0077952,           0.0025524,           0.0011594,           0.0051886,           0.0051886,           0.0051886
                 245,            0.022696,           0.0071936,           0.0030731,             0.99571,                   1,               0.995,             0.88127,           0.0092804,            0.002662,           0.0011865,           0.0051688,           0.0051688,           0.0051688
                 246,            0.021337,           0.0069799,           0.0027226,             0.99552,                   1,               0.995,             0.89374,           0.0082104,           0.0024133,           0.0011668,            0.005149,            0.005149,            0.005149
                 247,            0.017086,           0.0062251,           0.0031769,             0.99628,                   1,               0.995,             0.88615,           0.0082137,           0.0024155,           0.0011255,           0.0051292,           0.0051292,           0.0051292
                 248,            0.024402,           0.0074606,           0.0026591,             0.99619,                   1,               0.995,             0.88881,           0.0084439,           0.0024462,           0.0011009,           0.0051094,           0.0051094,           0.0051094
                 249,            0.022711,           0.0067959,           0.0020811,             0.99646,                   1,               0.995,             0.87496,           0.0083854,            0.002397,           0.0010434,           0.0050896,           0.0050896,           0.0050896
                 250,            0.022619,           0.0065313,           0.0030275,             0.99639,                   1,               0.995,             0.88447,           0.0082211,           0.0024137,           0.0010212,           0.0050698,           0.0050698,           0.0050698
                 251,            0.018827,           0.0067797,           0.0031221,             0.99611,                   1,               0.995,             0.87725,           0.0090665,           0.0024675,          0.00098464,             0.00505,             0.00505,             0.00505
                 252,            0.022432,           0.0069139,           0.0027159,             0.99524,             0.99912,               0.995,             0.88308,           0.0084038,           0.0024063,          0.00099468,           0.0050302,           0.0050302,           0.0050302
                 253,            0.018332,             0.00711,           0.0034913,             0.99594,             0.99982,               0.995,             0.89403,           0.0082888,           0.0023575,            0.001014,           0.0050104,           0.0050104,           0.0050104
                 254,            0.018866,           0.0063043,           0.0038691,             0.99581,                   1,               0.995,             0.89889,           0.0084764,           0.0023094,           0.0010059,           0.0049906,           0.0049906,           0.0049906
                 255,            0.019428,           0.0067842,           0.0023876,             0.99594,                   1,               0.995,             0.88153,           0.0077449,           0.0023441,          0.00096443,           0.0049708,           0.0049708,           0.0049708
                 256,            0.022175,           0.0075329,           0.0023504,             0.99543,                   1,               0.995,             0.89601,           0.0066789,           0.0022724,          0.00096912,            0.004951,            0.004951,            0.004951
                 257,            0.016878,           0.0069445,           0.0044402,             0.99557,                   1,               0.995,             0.89474,           0.0076031,           0.0022599,          0.00094142,           0.0049312,           0.0049312,           0.0049312
                 258,             0.01968,           0.0069563,           0.0028747,             0.99585,                   1,               0.995,             0.89997,           0.0086532,           0.0023672,          0.00091767,           0.0049114,           0.0049114,           0.0049114
                 259,            0.017356,            0.006465,           0.0016681,             0.99586,                   1,               0.995,             0.91508,           0.0063631,           0.0022746,          0.00090463,           0.0048916,           0.0048916,           0.0048916
                 260,            0.019972,           0.0069153,            0.002022,             0.99548,             0.99977,               0.995,             0.88673,           0.0085903,           0.0023878,          0.00091023,           0.0048718,           0.0048718,           0.0048718
                 261,            0.019511,           0.0068231,           0.0026198,             0.99476,                   1,               0.995,             0.91097,           0.0076164,           0.0022966,          0.00089095,            0.004852,            0.004852,            0.004852
                 262,            0.023308,           0.0065896,           0.0027199,             0.99556,                   1,               0.995,             0.91119,           0.0066667,           0.0022853,          0.00088302,           0.0048322,           0.0048322,           0.0048322
                 263,            0.018267,           0.0068831,           0.0029068,             0.99444,             0.99933,               0.995,             0.89507,           0.0070136,           0.0023104,          0.00087942,           0.0048124,           0.0048124,           0.0048124
                 264,            0.019886,           0.0068526,           0.0019869,             0.99399,             0.99917,               0.995,             0.90151,           0.0069497,            0.002292,          0.00089315,           0.0047926,           0.0047926,           0.0047926
                 265,             0.02018,           0.0063128,           0.0030071,             0.99516,                   1,               0.995,             0.89514,           0.0076512,           0.0023707,          0.00088491,           0.0047728,           0.0047728,           0.0047728
                 266,            0.022148,           0.0071846,           0.0037787,             0.99475,                   1,               0.995,             0.90376,           0.0075688,           0.0023256,          0.00088825,            0.004753,            0.004753,            0.004753
                 267,            0.019726,           0.0065652,           0.0018836,             0.99555,                   1,               0.995,             0.89671,           0.0070637,           0.0022931,          0.00090957,           0.0047332,           0.0047332,           0.0047332
                 268,            0.023047,           0.0071374,           0.0038296,             0.99547,                   1,               0.995,             0.89167,           0.0075393,           0.0024279,          0.00092123,           0.0047134,           0.0047134,           0.0047134
                 269,            0.018339,           0.0062761,           0.0046063,              0.9958,                   1,               0.995,             0.88892,           0.0094761,           0.0024897,          0.00091991,           0.0046936,           0.0046936,           0.0046936
                 270,            0.019914,           0.0063506,           0.0025091,             0.99604,                   1,               0.995,             0.85985,           0.0088481,           0.0025981,          0.00091236,           0.0046738,           0.0046738,           0.0046738
                 271,            0.014726,           0.0059585,           0.0018418,             0.99587,                   1,               0.995,             0.89282,           0.0073144,           0.0024916,          0.00089214,            0.004654,            0.004654,            0.004654
                 272,             0.01654,           0.0063992,           0.0027142,             0.99637,                   1,               0.995,             0.89442,           0.0087253,           0.0026281,          0.00089068,           0.0046342,           0.0046342,           0.0046342
                 273,            0.020727,           0.0068574,           0.0041957,             0.99609,                   1,               0.995,             0.87433,            0.008746,           0.0026085,          0.00088385,           0.0046144,           0.0046144,           0.0046144
                 274,            0.018952,           0.0073283,            0.005293,             0.99583,                   1,               0.995,             0.89761,           0.0078733,           0.0024921,          0.00087769,           0.0045946,           0.0045946,           0.0045946
                 275,            0.017509,           0.0067935,           0.0036476,              0.9957,                   1,               0.995,             0.90342,           0.0064534,           0.0024085,          0.00086054,           0.0045748,           0.0045748,           0.0045748
                 276,            0.016172,            0.006475,           0.0022579,             0.99587,                   1,               0.995,              0.8818,           0.0077622,           0.0025102,          0.00085191,            0.004555,            0.004555,            0.004555
                 277,            0.026701,           0.0064137,           0.0032698,             0.99631,                   1,               0.995,             0.91039,           0.0075827,           0.0024452,          0.00084778,           0.0045352,           0.0045352,           0.0045352
                 278,            0.017782,            0.007149,           0.0047677,             0.99621,                   1,               0.995,             0.88625,           0.0079153,           0.0023752,          0.00085989,           0.0045154,           0.0045154,           0.0045154
                 279,            0.021616,           0.0067167,           0.0027249,             0.99573,                   1,               0.995,             0.90196,           0.0070279,           0.0023403,          0.00087299,           0.0044956,           0.0044956,           0.0044956
                 280,            0.015243,           0.0064885,           0.0027291,             0.99481,                   1,               0.995,             0.90568,           0.0085192,           0.0023561,          0.00086898,           0.0044758,           0.0044758,           0.0044758
                 281,            0.014647,           0.0060368,           0.0024746,             0.99534,                   1,               0.995,             0.90525,           0.0079553,           0.0022967,          0.00088854,            0.004456,            0.004456,            0.004456
                 282,            0.017617,            0.006847,           0.0026667,             0.99545,                   1,               0.995,             0.90399,            0.007811,           0.0023534,          0.00090432,           0.0044362,           0.0044362,           0.0044362
                 283,            0.020816,           0.0066719,           0.0028087,             0.99636,                   1,               0.995,              0.9147,           0.0071473,           0.0023195,          0.00091842,           0.0044164,           0.0044164,           0.0044164
                 284,            0.021079,           0.0061677,           0.0022128,             0.99645,                   1,               0.995,             0.91604,           0.0077533,           0.0022409,          0.00091151,           0.0043966,           0.0043966,           0.0043966
                 285,            0.021176,           0.0059837,           0.0024692,             0.99643,                   1,               0.995,              0.8992,           0.0065208,           0.0022545,          0.00092988,           0.0043768,           0.0043768,           0.0043768
                 286,            0.021999,           0.0063512,           0.0024922,              0.9964,                   1,               0.995,             0.90317,            0.007287,           0.0023138,          0.00092783,            0.004357,            0.004357,            0.004357
                 287,            0.014918,           0.0059459,             0.00231,             0.99616,                   1,               0.995,             0.92476,           0.0066902,           0.0022397,          0.00090649,           0.0043372,           0.0043372,           0.0043372
                 288,            0.024507,           0.0073264,           0.0028465,             0.99604,                   1,               0.995,             0.93214,           0.0068822,           0.0021975,          0.00088769,           0.0043174,           0.0043174,           0.0043174
                 289,            0.017425,           0.0062842,           0.0021095,             0.99587,                   1,               0.995,             0.92103,           0.0061981,           0.0021518,          0.00087001,           0.0042976,           0.0042976,           0.0042976
                 290,            0.019107,           0.0069016,           0.0037735,             0.99579,                   1,               0.995,             0.91283,           0.0073419,           0.0022955,          0.00085855,           0.0042778,           0.0042778,           0.0042778
                 291,            0.014342,           0.0060052,           0.0012704,             0.99635,                   1,               0.995,             0.91666,           0.0066451,           0.0022259,          0.00083805,            0.004258,            0.004258,            0.004258
                 292,            0.021343,           0.0062419,           0.0019429,             0.99618,                   1,               0.995,             0.91696,           0.0081115,           0.0022977,          0.00084206,           0.0042382,           0.0042382,           0.0042382
                 293,            0.023352,           0.0062423,           0.0018839,              0.9963,                   1,               0.995,             0.92356,           0.0063098,           0.0022109,          0.00086414,           0.0042184,           0.0042184,           0.0042184
                 294,             0.02125,            0.006777,           0.0020748,             0.99618,                   1,               0.995,             0.91522,            0.007283,           0.0022577,          0.00087271,           0.0041986,           0.0041986,           0.0041986
                 295,             0.02027,            0.006154,            0.002991,             0.99666,                   1,               0.995,             0.90624,           0.0067023,           0.0022083,          0.00086827,           0.0041788,           0.0041788,           0.0041788
                 296,            0.018636,           0.0064056,           0.0045214,             0.99655,                   1,               0.995,             0.90627,           0.0080703,           0.0021951,          0.00086007,            0.004159,            0.004159,            0.004159
                 297,            0.013651,           0.0057104,            0.001415,             0.99694,                   1,               0.995,             0.92052,           0.0067132,           0.0022084,          0.00085493,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016433,           0.0065466,           0.0020391,             0.99697,                   1,               0.995,             0.91739,           0.0063479,           0.0022352,          0.00084171,           0.0041194,           0.0041194,           0.0041194
                 299,            0.016731,           0.0065674,           0.0021554,             0.99695,                   1,               0.995,             0.91475,            0.006555,           0.0022608,          0.00082641,           0.0040996,           0.0040996,           0.0040996
                 300,            0.017888,           0.0068245,           0.0022149,             0.99698,                   1,               0.995,             0.90704,           0.0072109,           0.0022598,          0.00080955,           0.0040798,           0.0040798,           0.0040798
                 301,            0.022052,           0.0066448,           0.0032634,             0.99602,                   1,               0.995,             0.91438,           0.0068096,           0.0022481,          0.00078331,             0.00406,             0.00406,             0.00406
                 302,            0.021433,            0.006397,           0.0027379,             0.99479,                   1,               0.995,             0.91121,           0.0065242,           0.0023248,          0.00078478,           0.0040402,           0.0040402,           0.0040402
                 303,             0.01672,           0.0062543,           0.0035545,             0.99553,                   1,               0.995,             0.92002,           0.0063445,           0.0023744,          0.00077288,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019287,           0.0068227,           0.0021569,             0.99597,                   1,               0.995,             0.92285,           0.0069945,           0.0022888,          0.00075159,           0.0040006,           0.0040006,           0.0040006
                 305,            0.019623,           0.0064925,           0.0019773,             0.99591,                   1,               0.995,             0.92099,           0.0063112,           0.0022194,          0.00072984,           0.0039808,           0.0039808,           0.0039808
                 306,            0.020431,           0.0063503,            0.007899,             0.99537,                   1,               0.995,              0.9193,           0.0068332,           0.0022704,          0.00071557,            0.003961,            0.003961,            0.003961
                 307,            0.017689,            0.006133,           0.0020291,             0.99513,                   1,               0.995,             0.91429,           0.0063016,           0.0022167,          0.00071508,           0.0039412,           0.0039412,           0.0039412
                 308,            0.018543,           0.0059286,           0.0022256,             0.99574,                   1,               0.995,             0.89799,           0.0064459,           0.0022398,           0.0007123,           0.0039214,           0.0039214,           0.0039214
                 309,             0.01374,           0.0060625,           0.0016023,             0.99463,             0.99965,               0.995,             0.89926,           0.0070762,           0.0023447,          0.00070977,           0.0039016,           0.0039016,           0.0039016
                 310,            0.017291,           0.0063084,           0.0026884,             0.99532,              0.9994,               0.995,             0.86871,           0.0082449,           0.0025052,          0.00070648,           0.0038818,           0.0038818,           0.0038818
                 311,            0.019441,           0.0063459,           0.0019893,             0.99538,             0.99916,               0.995,             0.87347,           0.0071761,           0.0025501,          0.00069652,            0.003862,            0.003862,            0.003862
                 312,            0.016024,           0.0063442,           0.0017487,             0.99544,             0.99938,               0.995,             0.86273,           0.0087317,           0.0028376,          0.00069652,           0.0038422,           0.0038422,           0.0038422
                 313,            0.016107,            0.005799,           0.0023881,             0.99536,             0.99953,               0.995,              0.8924,           0.0072288,           0.0023605,          0.00068158,           0.0038224,           0.0038224,           0.0038224
                 314,            0.021035,           0.0061225,            0.002421,             0.99488,              0.9997,               0.995,             0.91222,           0.0064806,           0.0022835,          0.00068321,           0.0038026,           0.0038026,           0.0038026
                 315,            0.019432,            0.006159,           0.0016248,             0.99534,                   1,               0.995,             0.91638,           0.0061022,           0.0021593,          0.00068486,           0.0037828,           0.0037828,           0.0037828
