               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  15,              0.0216,           0.0063911,           0.0025776,             0.99745,                   1,               0.995,             0.86011,           0.0088505,           0.0025125,           0.0010308,            0.007228,            0.007228,            0.007228
                  16,            0.018642,           0.0065753,           0.0017697,             0.99675,             0.99929,               0.995,             0.88718,            0.011126,            0.002444,          0.00098951,             0.00703,             0.00703,             0.00703
                  17,            0.018212,           0.0062021,           0.0020966,             0.99679,                   1,               0.995,             0.84148,            0.012317,           0.0027317,          0.00094995,            0.006832,            0.006832,            0.006832
                  18,            0.017921,           0.0066215,           0.0016911,             0.99663,             0.99969,               0.995,             0.82884,            0.013137,           0.0027201,          0.00094672,            0.006634,            0.006634,            0.006634
                  19,            0.021468,           0.0065379,           0.0019408,             0.99691,                   1,               0.995,             0.88304,           0.0093891,           0.0024225,          0.00089368,            0.006436,            0.006436,            0.006436
                  20,            0.017345,           0.0056422,           0.0017676,             0.99685,                   1,               0.995,             0.82134,            0.016707,           0.0027295,          0.00088825,            0.006238,            0.006238,            0.006238
                  21,            0.020269,           0.0065484,           0.0022106,             0.99727,                   1,               0.995,             0.90666,           0.0096005,            0.002433,          0.00091218,             0.00604,             0.00604,             0.00604
                  22,            0.014593,           0.0059758,              0.0017,              0.9972,                   1,               0.995,             0.86206,           0.0095126,           0.0024693,          0.00089898,            0.005842,            0.005842,            0.005842
                  23,            0.017473,           0.0065044,           0.0020292,             0.99703,                   1,               0.995,             0.89196,           0.0090919,           0.0025186,          0.00088642,            0.005644,            0.005644,            0.005644
                  24,            0.017057,           0.0070983,           0.0054859,              0.9953,                   1,               0.995,             0.91573,           0.0069791,            0.002247,          0.00087801,            0.005446,            0.005446,            0.005446
                  25,            0.016496,            0.005799,           0.0017083,             0.99572,                   1,               0.995,             0.89372,           0.0093229,           0.0023885,          0.00083477,            0.005248,            0.005248,            0.005248
                  26,            0.019692,           0.0067655,           0.0022017,             0.99588,                   1,               0.995,             0.90729,           0.0081292,           0.0022358,          0.00081771,             0.00505,             0.00505,             0.00505
                  27,            0.016886,           0.0062682,           0.0017676,              0.9959,                   1,               0.995,             0.88374,           0.0080334,           0.0024002,          0.00081353,            0.004852,            0.004852,            0.004852
                  28,            0.018619,           0.0063635,           0.0024733,             0.99637,                   1,               0.995,             0.92184,           0.0072106,           0.0021719,          0.00078222,            0.004654,            0.004654,            0.004654
                  29,            0.015873,           0.0064952,           0.0015609,             0.99674,                   1,               0.995,             0.91295,           0.0089698,           0.0021251,          0.00074191,            0.004456,            0.004456,            0.004456
                  30,            0.018903,           0.0059172,           0.0019197,             0.99695,                   1,               0.995,             0.90595,           0.0099242,              0.0023,          0.00075182,            0.004258,            0.004258,            0.004258
                  31,            0.018857,            0.006547,           0.0015243,             0.99672,                   1,               0.995,             0.90031,           0.0074458,            0.002115,           0.0007558,             0.00406,             0.00406,             0.00406
                  32,            0.019823,           0.0061494,           0.0021699,             0.99682,                   1,               0.995,              0.9118,           0.0074088,           0.0020658,          0.00076094,            0.003862,            0.003862,            0.003862
                  33,            0.013308,           0.0059198,           0.0012932,             0.99644,             0.99989,               0.995,             0.93493,           0.0055085,           0.0019711,           0.0007612,            0.003664,            0.003664,            0.003664
                  34,            0.016484,           0.0059988,           0.0014134,              0.9963,                   1,               0.995,             0.93122,           0.0064714,           0.0020945,           0.0007372,            0.003466,            0.003466,            0.003466
                  35,             0.01373,           0.0058719,           0.0013268,             0.99631,                   1,               0.995,              0.9222,           0.0060858,           0.0020623,          0.00071058,            0.003268,            0.003268,            0.003268
                  36,            0.019071,           0.0061282,           0.0015418,             0.99612,                   1,               0.995,             0.92705,            0.006672,           0.0020219,          0.00069177,             0.00307,             0.00307,             0.00307
                  37,            0.014934,           0.0050503,           0.0015551,             0.99592,                   1,               0.995,             0.92806,           0.0059362,           0.0019749,          0.00068103,            0.002872,            0.002872,            0.002872
                  38,            0.010729,           0.0051929,           0.0016129,             0.99653,                   1,               0.995,             0.92522,           0.0058638,           0.0020256,          0.00067016,            0.002674,            0.002674,            0.002674
                  39,            0.011019,           0.0049576,           0.0011476,             0.99587,                   1,               0.995,             0.92843,           0.0057168,            0.002008,          0.00065562,            0.002476,            0.002476,            0.002476
                  40,            0.014208,           0.0059864,           0.0016773,             0.99638,                   1,               0.995,             0.93107,           0.0053524,           0.0019244,          0.00065055,            0.002278,            0.002278,            0.002278
                  41,            0.015784,           0.0056092,           0.0022017,             0.99642,                   1,               0.995,             0.93307,            0.005369,           0.0019078,          0.00063858,             0.00208,             0.00208,             0.00208
                  42,            0.017065,           0.0055027,            0.002026,              0.9963,                   1,               0.995,             0.93343,           0.0052249,           0.0019214,          0.00062886,            0.001882,            0.001882,            0.001882
                  43,            0.017696,           0.0056089,           0.0021017,             0.99637,                   1,               0.995,              0.9287,           0.0052194,           0.0019299,          0.00061382,            0.001684,            0.001684,            0.001684
                  44,           0.0095409,           0.0046841,          0.00089295,             0.99649,                   1,               0.995,             0.93314,           0.0051706,           0.0019593,          0.00060729,            0.001486,            0.001486,            0.001486
                  45,            0.022298,           0.0056878,           0.0017798,             0.99664,                   1,               0.995,              0.9314,           0.0050242,           0.0019339,          0.00060025,            0.001288,            0.001288,            0.001288
                  46,            0.013095,           0.0052867,           0.0040354,             0.99671,                   1,               0.995,             0.93534,           0.0050248,           0.0019039,          0.00059488,             0.00109,             0.00109,             0.00109
                  47,           0.0097336,           0.0055812,           0.0011275,             0.99701,                   1,               0.995,             0.93267,           0.0050341,            0.001868,          0.00058877,            0.000892,            0.000892,            0.000892
                  48,            0.013928,           0.0055353,           0.0015766,             0.99703,                   1,               0.995,             0.93764,           0.0048855,           0.0018467,          0.00058476,            0.000694,            0.000694,            0.000694
                  49,           0.0099188,           0.0053241,            0.002236,             0.99718,                   1,               0.995,             0.93644,           0.0048684,           0.0018363,          0.00057665,            0.000496,            0.000496,            0.000496
